instance,solver,time,val
500_120_5_00,GH,0.01,318667.36
500_120_5_00,OPT,1053.87,282013.16
500_120_5_00,3Cap + TS,112.77,282013.16
500_120_5_01,GH,0.00,320521.72
500_120_5_01,OPT,687.21,281998.6
500_120_5_01,3Cap + TS,438.12,282004.66
500_120_5_02,GH,0.00,319412.74
500_120_5_02,OPT,873.45,282015.52
500_120_5_02,3Cap + TS,515.01,282020.4
500_120_5_03,GH,0.00,319618.78
500_120_5_03,OPT,586.58,281990.1
500_120_5_03,3Cap + TS,217.33,281990.1
500_120_5_04,GH,0.00,320758.06
500_120_5_04,OPT,642.05,282009.54
500_120_5_04,3Cap + TS,547.72,282015.6
500_120_5_05,GH,0.00,318976.42
500_120_5_05,OPT,928.31,281991.28
500_120_5_05,3Cap + TS,407.45,281991.28
500_120_5_06,GH,0.00,319473.34
500_120_5_06,OPT,738.88,282007.1
500_120_5_06,3Cap + TS,73.4,282007.1
500_120_5_07,GH,0.00,319000.66
500_120_5_07,OPT,1371.16,282003.48
500_120_5_07,3Cap + TS,57.78,282003.48
500_120_5_08,GH,0.00,318146.2
500_120_5_08,OPT,511.85,281992.54
500_120_5_08,3Cap + TS,515.31,281994.98
500_120_5_09,GH,0.00,319127.92
500_120_5_09,OPT,722.05,281981.6
500_120_5_09,3Cap + TS,76.5,281981.6
500_120_5_10,GH,0.00,319400.62
500_120_5_10,OPT,1018.22,282036.22
500_120_5_10,3Cap + TS,300.67,282036.22
500_120_5_11,GH,0.00,320412.64
500_120_5_11,OPT,764.29,282021.66
500_120_5_11,3Cap + TS,593.79,282030.16
500_120_5_12,GH,0.00,319121.86
500_120_5_12,OPT,683.32,281993.72
500_120_5_12,3Cap + TS,555.31,281996.16
500_120_5_13,GH,0.00,320000.56
500_120_5_13,OPT,603.23,282004.66
500_120_5_13,3Cap + TS,60.55,282004.66
500_120_5_14,GH,0.00,319327.9
500_120_5_14,OPT,691.26,282005.84
500_120_5_14,3Cap + TS,67.02,282005.84
500_120_5_15,GH,0.00,318824.92
500_120_5_15,OPT,1262.0,282004.66
500_120_5_15,3Cap + TS,316.0,282004.66
500_120_5_16,GH,0.00,319673.32
500_120_5_16,OPT,665.99,282019.22
500_120_5_16,3Cap + TS,583.74,282025.28
500_120_5_17,GH,0.00,318891.58
500_120_5_17,OPT,533.23,282003.48
500_120_5_17,3Cap + TS,527.31,282009.54
500_120_5_18,GH,0.00,321012.58
500_120_5_18,OPT,621.92,281996.16
500_120_5_18,3Cap + TS,80.62,281996.16
500_120_5_19,GH,0.00,319697.56
500_120_5_19,OPT,600.32,281999.78
500_120_5_19,3Cap + TS,547.53,282002.22
